Title,Link,Image Link,Rating,Price,Availability,category,UPC,p_type,price_exc_tax,price_inc_tax,tax,books_avail,No_of_reviews
Patience,https://books.toscrape.com/catalogue/patience_916/index.html,https://books.toscrape.com//media/cache/01/72/01726c619a05114dca75bd840095016d.jpg,Three,£10.16,In stock,Sequential Art,9429b4d59c537af5,Books,£10.16,£10.16,£0.00,16,0
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,https://books.toscrape.com//media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg,Four,£15.44,In stock,Sequential Art,889139b8e9c4cb36,Books,£15.44,£15.44,£0.00,16,0
orange: The Complete Collection 1 (orange: The Complete Collection #1),https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,https://books.toscrape.com//media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,One,£48.41,In stock,Sequential Art,11809b1d323b3057,Books,£48.41,£48.41,£0.00,16,0
Online Marketing for Busy Authors: A Step-By-Step Guide,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,https://books.toscrape.com//media/cache/ea/9b/ea9b2cb8abbb317402e618445bade1e1.jpg,One,£46.35,In stock,Self Help,9ffa38d3b832433a,Books,£46.35,£46.35,£0.00,16,0
On a Midnight Clear,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,https://books.toscrape.com//media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg,Three,£14.07,In stock,Add a comment,b757c0c361e689ce,Books,£14.07,£14.07,£0.00,16,0
Obsidian (Lux #1),https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,https://books.toscrape.com//media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,Two,£14.86,In stock,Young Adult,3c346ab1e76ae1f6,Books,£14.86,£14.86,£0.00,16,0
My Paris Kitchen: Recipes and Stories,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,https://books.toscrape.com//media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg,Two,£33.37,In stock,Food and Drink,784bc2279baa878d,Books,£33.37,£33.37,£0.00,16,0
Masks and Shadows,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,https://books.toscrape.com//media/cache/ff/e8/ffe81bf98f8386ef29e193abfb6f9c1e.jpg,Two,£56.40,In stock,Fantasy,fa9610a50a1bf149,Books,£56.40,£56.40,£0.00,16,0
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,https://books.toscrape.com//media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg,Four,£14.02,In stock,Food and Drink,72f9d5be3472d34e,Books,£14.02,£14.02,£0.00,16,0
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,https://books.toscrape.com//media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg,Two,£46.91,In stock,Sequential Art,460089f796fb3f82,Books,£46.91,£46.91,£0.00,16,0
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,https://books.toscrape.com//media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg,Three,£45.61,In stock,Sequential Art,b6ee99bcf06fc91f,Books,£45.61,£45.61,£0.00,16,0
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,https://books.toscrape.com//media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg,Two,£19.92,In stock,Sequential Art,57e5a4d515c8ce44,Books,£19.92,£19.92,£0.00,16,0
"Layered: Baking, Building, and Styling Spectacular Cakes",https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,https://books.toscrape.com//media/cache/98/d1/98d1c979c4bac9e147a6718946578b0f.jpg,One,£40.11,In stock,Food and Drink,7b75cc7f223791f4,Books,£40.11,£40.11,£0.00,16,0
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,https://books.toscrape.com//media/cache/5f/52/5f52b1bc6d45daab2e330c744feb0359.jpg,Two,£53.90,In stock,Add a comment,228f74b74f3a08ae,Books,£53.90,£53.90,£0.00,16,0
Join,https://books.toscrape.com/catalogue/join_902/index.html,https://books.toscrape.com//media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg,Five,£35.67,In stock,Science Fiction,18ad3ed896c7ce05,Books,£35.67,£35.67,£0.00,16,0
In the Country We Love: My Family Divided,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,https://books.toscrape.com//media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,Four,£22.00,In stock,Nonfiction,b136b1b180ca753a,Books,£22.00,£22.00,£0.00,16,0
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,https://books.toscrape.com//media/cache/26/1c/261c4eaf957ae4aacf2229b482e76dbe.jpg,Five,£57.36,In stock,Science,e4f74c16de34d440,Books,£57.36,£57.36,£0.00,16,0
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,https://books.toscrape.com//media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg,Two,£29.17,In stock,Sequential Art,8d4eefad7a2b3915,Books,£29.17,£29.17,£0.00,16,0
I am a Hero Omnibus Volume 1,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,https://books.toscrape.com//media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg,Three,£54.63,In stock,Sequential Art,1c89ae5bb804e4de,Books,£54.63,£54.63,£0.00,16,0
How to Be Miserable: 40 Strategies You Already Use,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,https://books.toscrape.com//media/cache/da/8b/da8bc9b824dd3f446ef63e438ddbfc85.jpg,One,£46.03,In stock,Self Help,a6f99b9e687f9d46,Books,£46.03,£46.03,£0.00,16,0
Her Backup Boyfriend (The Sorensen Family #1),https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,https://books.toscrape.com//media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg,One,£33.97,In stock,Romance,2a97cffe61c3c4c7,Books,£33.97,£33.97,£0.00,16,0
"Giant Days, Vol. 2 (Giant Days #5-8)",https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,https://books.toscrape.com//media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg,Two,£22.11,In stock,Sequential Art,f2df3bb043a8abb0,Books,£22.11,£22.11,£0.00,16,0
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,https://books.toscrape.com//media/cache/d6/58/d658a1485b130ff26ca5fb0d5975ed2e.jpg,Three,£29.69,In stock,Historical Fiction,9beb96a2300109d7,Books,£29.69,£29.69,£0.00,16,0
First and First (Five Boroughs #3),https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,https://books.toscrape.com//media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg,Four,£15.97,In stock,Romance,9e28048cea8d41f7,Books,£15.97,£15.97,£0.00,16,0
Fifty Shades Darker (Fifty Shades #2),https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,https://books.toscrape.com//media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg,One,£21.96,In stock,Romance,7add3f8e49ec0826,Books,£21.96,£21.96,£0.00,16,0
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,https://books.toscrape.com//media/cache/64/94/6494bf61176ca73b61255909230030be.jpg,Two,£54.35,In stock,Nonfiction,311c0dd0e354a33e,Books,£54.35,£54.35,£0.00,16,0
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,https://books.toscrape.com//media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg,Two,£37.97,In stock,Religion,fce19f9b4a943f22,Books,£37.97,£37.97,£0.00,16,0
Danganronpa Volume 1,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,https://books.toscrape.com//media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg,Four,£51.99,In stock,Sequential Art,09b6cc87e62c2c58,Books,£51.99,£51.99,£0.00,16,0
Crown of Midnight (Throne of Glass #2),https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,https://books.toscrape.com//media/cache/66/25/6625e3bbb050de3e42a0c302c0d69f1f.jpg,Three,£43.29,In stock,Fantasy,7267864328ae8b9d,Books,£43.29,£43.29,£0.00,16,0
"Codename Baboushka, Volume 1: The Conclave of Death",https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,https://books.toscrape.com//media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg,Four,£36.72,In stock,Sequential Art,8754c83ab2a7ae71,Books,£36.72,£36.72,£0.00,16,0
Camp Midnight,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,https://books.toscrape.com//media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg,Four,£17.08,In stock,Sequential Art,7b599c8bfcdd8d30,Books,£17.08,£17.08,£0.00,16,0
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,https://books.toscrape.com//media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg,Five,£29.14,In stock,Nonfiction,bee3672891cca906,Books,£29.14,£29.14,£0.00,16,0
Burning,https://books.toscrape.com/catalogue/burning_884/index.html,https://books.toscrape.com//media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg,Three,£28.81,In stock,Young Adult,5ceb951f629700a2,Books,£28.81,£28.81,£0.00,16,0
Bossypants,https://books.toscrape.com/catalogue/bossypants_883/index.html,https://books.toscrape.com//media/cache/27/d2/27d20361745ec2f7be668b18a4da29da.jpg,Two,£49.46,In stock,Default,74baabfc8fd84b38,Books,£49.46,£49.46,£0.00,16,0
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,https://books.toscrape.com//media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg,Two,£37.92,In stock,Sequential Art,bdf415fd484ea8a7,Books,£37.92,£37.92,£0.00,16,0
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,https://books.toscrape.com//media/cache/06/18/061811c5845d0e13bc04b2a755f0830f.jpg,Two,£28.09,In stock,Fantasy,6d5300b2d8f37e07,Books,£28.09,£28.09,£0.00,16,0
Algorithms to Live By: The Computer Science of Human Decisions,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,https://books.toscrape.com//media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg,One,£30.81,In stock,Nonfiction,38d45839cb1c83c1,Books,£30.81,£30.81,£0.00,16,0
A World of Flavor: Your Gluten Free Passport,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,https://books.toscrape.com//media/cache/78/2e/782e315667ec50759b8603527ee33dec.jpg,One,£42.95,In stock,Default,70ed59f194b3c556,Books,£42.95,£42.95,£0.00,16,0
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,https://books.toscrape.com//media/cache/08/89/088995e862aac86c88c608d763f6390e.jpg,Five,£56.76,In stock,Default,8a380641491d43ed,Books,£56.76,£56.76,£0.00,16,0
A Murder in Time,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,https://books.toscrape.com//media/cache/11/aa/11aaad48b5f15e262456ca65294084da.jpg,One,£16.64,In stock,Mystery,f733e8c19d40ec2e,Books,£16.64,£16.64,£0.00,16,0
A Flight of Arrows (The Pathfinders #2),https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,https://books.toscrape.com//media/cache/82/96/8296f92b70fb1dafefecda92c1d51941.jpg,Five,£55.53,In stock,Historical Fiction,3a6fb983e2554023,Books,£55.53,£55.53,£0.00,16,0
A Fierce and Subtle Poison,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,https://books.toscrape.com//media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg,Four,£28.13,In stock,Young Adult,842790dfaa937484,Books,£28.13,£28.13,£0.00,16,0
A Court of Thorns and Roses (A Court of Thorns and Roses #1),https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,https://books.toscrape.com//media/cache/c0/88/c08816960890396213a423941af65b8f.jpg,One,£52.37,In stock,Fantasy,01d2001ac1e6f8a3,Books,£52.37,£52.37,£0.00,16,0
(Un)Qualified: How God Uses Broken People to Do Big Things,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,https://books.toscrape.com//media/cache/cd/db/cddb3eb483ef11a088d519205b7098fb.jpg,Five,£54.00,In stock,Christian,e4ac92d89b946781,Books,£54.00,£54.00,£0.00,16,0
You Are What You Love: The Spiritual Power of Habit,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,https://books.toscrape.com//media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg,Four,£21.87,In stock,Religion,796c87ddbbaaf8c5,Books,£21.87,£21.87,£0.00,15,0
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,https://books.toscrape.com//media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg,Four,£43.30,In stock,Science Fiction,9270575728a13a61,Books,£43.30,£43.30,£0.00,15,0
Tuesday Nights in 1980,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,https://books.toscrape.com//media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,Two,£21.04,In stock,Fiction,b8736690cf263a3c,Books,£21.04,£21.04,£0.00,15,0
Tracing Numbers on a Train,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,https://books.toscrape.com//media/cache/06/a6/06a6cfcf89afd1601cbba1a16cda57fb.jpg,Three,£41.60,In stock,Default,d7d6d50c1e3d0b81,Books,£41.60,£41.60,£0.00,15,0
Throne of Glass (Throne of Glass #1),https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,https://books.toscrape.com//media/cache/32/d6/32d6aa560e8ddf2a4da1526b95d4c7ab.jpg,Three,£35.07,In stock,Fantasy,590a9cccf7db9f7d,Books,£35.07,£35.07,£0.00,15,0
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,https://books.toscrape.com//media/cache/97/47/974709d437b08e74649b5744471bf472.jpg,One,£59.64,In stock,History,de3f25248ba0789f,Books,£59.64,£59.64,£0.00,15,0
Thirteen Reasons Why,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,https://books.toscrape.com//media/cache/8a/83/8a83b6ce350f01bab21f85e6ba539316.jpg,One,£52.72,In stock,Default,bc2a85fd35fdc7bd,Books,£52.72,£52.72,£0.00,15,0
The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,https://books.toscrape.com//media/cache/26/32/2632a1e12f2c085fabbe022ae4cd6933.jpg,Four,£58.08,In stock,Childrens,37c0cb19713d8dda,Books,£58.08,£58.08,£0.00,15,0
The Wedding Dress,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,https://books.toscrape.com//media/cache/28/99/28992d89f4abf54fba183fc8d074adf3.jpg,One,£24.12,In stock,Romance,623e1a180426039b,Books,£24.12,£24.12,£0.00,15,0
The Vacationers,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,https://books.toscrape.com//media/cache/37/25/372578cc073efae80cf284b56040a488.jpg,Four,£42.15,In stock,Fiction,fd3a622648667296,Books,£42.15,£42.15,£0.00,15,0
The Third Wave: An Entrepreneurâs Vision of the Future,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,https://books.toscrape.com//media/cache/d0/77/d077a30042df6b916bfc8d257345c69e.jpg,Five,£12.61,In stock,Business,3bebf34ee9330cbd,Books,£12.61,£12.61,£0.00,15,0
The Stranger,https://books.toscrape.com/catalogue/the-stranger_861/index.html,https://books.toscrape.com//media/cache/ea/04/ea0476a6f4c318ceccf5e2f2b39f2b15.jpg,Four,£17.44,In stock,Philosophy,f5a92cff83897d48,Books,£17.44,£17.44,£0.00,15,0
The Shadow Hero (The Shadow Hero),https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,https://books.toscrape.com//media/cache/1f/62/1f621dda1b302fc16d83d94b0b5ac31c.jpg,One,£33.14,In stock,Sequential Art,d6361d16212664ed,Books,£33.14,£33.14,£0.00,15,0
The Secret (The Secret #1),https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,https://books.toscrape.com//media/cache/4e/0f/4e0f05ae01d8fb6bd0d3901edd06de16.jpg,Four,£27.37,In stock,Default,961f18db4f138211,Books,£27.37,£27.37,£0.00,15,0
The Regional Office Is Under Attack!,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,https://books.toscrape.com//media/cache/f8/31/f8314c7fdaa79fb7191a583e9a852db8.jpg,Five,£51.36,In stock,Fiction,0651062381f0636a,Books,£51.36,£51.36,£0.00,15,0
The Psychopath Test: A Journey Through the Madness Industry,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,https://books.toscrape.com//media/cache/34/f5/34f5f8e513c5f048241f5695e61b2483.jpg,Two,£36.00,In stock,Default,e98a4efa85070c2f,Books,£36.00,£36.00,£0.00,15,0
The Project,https://books.toscrape.com/catalogue/the-project_856/index.html,https://books.toscrape.com//media/cache/10/6e/106e2fc7160712edf8e2ff996dc8cd6c.jpg,One,£10.65,In stock,Science Fiction,790ef197c8f236f5,Books,£10.65,£10.65,£0.00,15,0
